Question,Answer
"What is the specialization of Dr.R.Arumuganathan,Professor?","The specializations of Dr.R.Arumuganathan,Professor are Applied Mathematics, Queueing theory."
What is the specialization of Dr.B. Sridevi?,The specialization of Dr.B. Sridevi is Fuzzy Sets and Systems in Decision Making.
What is the specialization of Dr.P. Muthukumar?,The specialization of Dr.P. Muthukumar is Soft set and its applications.
What is the specialization of Dr.A.Muthulakshmi?,The specialization of Dr.A.Muthulakshmi is Cryptography Key Management and Broadcast.
What is the specialization of Dr.R.Subalakshmi Assistant Professor (SG)?,"The specializations of Dr.R.Subalakshmi Assistant Professor (SG) are Abstract Control Theory, Stochastic Differential Equation."
What is the specialization of Dr.R. Bindhu?,"The specializations of Dr.R. Bindhu are Fluid Dynamics, Heat Transfer."
What is the specialization of Ms.M.Radhiga?,The specialization of Ms.M.Radhiga is Applications of Fractional Calculus.
What is the specialization of Dr.M.Bagyalakshmi?,"The specializations of Dr.M.Bagyalakshmi are Fluid dynamics, Heat Transfer, Fractional Differential Equations."
What is the specialization of Ms.R. Rajasudha Assistant Professor (SG)?,The specialization of Ms.R. Rajasudha Assistant Professor (SG) is Queueing Theory.
What is the specialization of Dr.J. Narayanasamy?,The specialization of Dr.J. Narayanasamy is Stochastic Differential Equations.
What is the specialization of Dr.R. Deena?,"The specializations of Dr.R. Deena are Fluid Dynamics, Heat Transfer."
What is the specialization of Dr.M.Sumathi?,"The specializations of Dr.M.Sumathi are Optimization techniques, Stochastic Epidemic models."
What is the specialization of Dr.P. Sathyakala?,The specialization of Dr.P. Sathyakala is Fluid Dynamics.
What is the specialization of Dr. Ragi Krishnan Assistant Professor?,"The specializations of Dr. Ragi Krishnan Assistant Professor are Reliability Analysis, Graph Theory."
What is the specialization of Ms.C.K. Deena?,The specialization of Ms.C.K. Deena is Mathematics.
What is the specialization of Dr. B. Radhakrishan?,The specialization of Dr. B. Radhakrishan is Control Theory and Differential Equation.
What is the specialization of S.T. Padmalakshmi?,"The specializations of S.T. Padmalakshmi are Operations Research, Reliability."
What is the specialization of Ms.V. Deepa?,The specialization of Ms.V. Deepa is Queuing Models.
What is the specialization of Ms.G.Tamilselvi?,The specialization of Ms.G.Tamilselvi is Graph Theory.
What is the specialization of Dr.D. Kiruthika?,The specialization of Dr.D. Kiruthika is Operator Theory.
What is the specialization of Mr.K. Saravanan?,The specialization of Mr.K. Saravanan is Linear Algebra and differential equations.
What is the specialization of Dr.J.Palraj?,The specialization of Dr.J.Palraj is Differential Equations.
What is the specialization of Dr K.Sivakumaran?,The specialization of Dr K.Sivakumaran is Amorphous Semiconductors.
What is the specialization of Dr.R. Amuda?,"The specializations of Dr.R. Amuda are Nonlinear Dynamics, Condensed Matter."
What is the specialization of Dr. A.Brinda?,The specialization of Dr. A.Brinda is Nonlinear Dynamics in Condensed Matter.
What is the specialization of Dr.P.Kathirvel?,The specialization of Dr.P.Kathirvel is Nanotechnology.
What is the specialization of Dr.R.Balasundaraprabhu?,The specialization of Dr.R.Balasundaraprabhu is Thin Film Solar Cells.
What is the specialization of Dr. S.Prasanna?,"The specializations of Dr. S.Prasanna are Thin films – Dielectrics, Solar cells."
What is the specialization of Dr Balaji R?,The specialization of Dr Balaji R is Solid State Ionics.
What is the specialization of Dr.P.Puviarasu?,"The specializations of Dr.P.Puviarasu are Thin Films, Ion Irradiations, Wet Etching."
What is the specialization of Gokilamani. N?,The specialization of Gokilamani. N is Natural dye sensitized solar cells.
What is the specialization of D.Vasanth Raj?,The specialization of D.Vasanth Raj is Nanomaterials and its Applications in Energy Storage.
What is the specialization of Dr. B. UMA MAHESHWARI?,The specialization of Dr. B. UMA MAHESHWARI is Thin Film Physics.
What is the specialization of Dr.S D GOPALRAM?,The specialization of Dr.S D GOPALRAM is Nanomaterials and Devices.
What is the specialization of Dr.N.Kanimozhi?,The specialization of Dr.N.Kanimozhi is Nonlinear Dynamics and Condensed Matter Physics.
What is the specialization of C. Theivarasu?,"The specializations of C. Theivarasu are Metal organic chemistry, Polymer chemistry, Environmental chemistry, Pharmaceutical chemistry."
What is the specialization of M. KUMARAVEL?,"The specializations of M. KUMARAVEL are Electrochemistry, Drug-membrane interaction.."
What is the specialization of S. SENTHILKUMAAR?,The specialization of S. SENTHILKUMAAR is Applied Chemistry.
What is the specialization of Swarna Natarajan?,The specialization of Swarna Natarajan is Chemical application on fabrics.
What is the specialization of J. R. Sharmila?,The specialization of J. R. Sharmila is Coordination Chemistry.
What is the specialization of J. Ravichandran?,"The specializations of J. Ravichandran are Ceramics, Catalysis, Friction Materials, Analytical Chemistry."
What is the specialization of R. DEVI?,"The specializations of R. DEVI are Polymer composites, Photopolymers."
What is the specialization of D. Saravana bharathi?,"The specializations of D. Saravana bharathi are Coordination/ Organometallic chemistry, Bioinorganic chemistry/Electrochemistry."
What is the specialization of D. MARUTHAMANI?,"The specializations of D. MARUTHAMANI are Heterogeneous catalysis, Design and development of new photocatalyst for detoxification processes."
What is the specialization of M.MURUGANANTHAN?,"The specializations of M.MURUGANANTHAN are Waste water treatment, Photocatalyst."
What is the specialization of B. NIROSHA?,The specialization of B. NIROSHA is Electrochemistry.
What is the specialization of Dr. P. Ashokkumar?,"The specializations of Dr. P. Ashokkumar are Photochemistry, Materials science, Analytical chemistry."
What is the specialization of Dr. G. Menaka?,The specialization of Dr. G. Menaka is Literature & ELT.
What is the specialization of Dr. Suresh Kumar SP?,The specialization of Dr. Suresh Kumar SP is English Language and Literature.
What is the specialization of Dr.R.Kalpana?,"The specializations of Dr.R.Kalpana are ELT, Applied Linguistics."
What is the specialization of Dr. Suganthi S. Kumar?,"The specializations of Dr. Suganthi S. Kumar are Stylistics, Dalit Literature, Eco Criticism, Communication Skills."
What is the specialization of Dr.J. Prabhavathi?,"The specializations of Dr.J. Prabhavathi are Communication Skills in English, ELT, Social Intelligence, Professional communication."
What is the specialization of Dr.R.Senthil Kumar?,The specialization of Dr.R.Senthil Kumar is ELT.
What is the specialization of Dr.A. Sivaranjani?,The specialization of Dr.A. Sivaranjani is ENGLISH LANGUAGE TEACHING.
What is the specialization of Lavanya R S?,The specialization of Lavanya R S is Fiction.
What is the specialization of Dr. R. Rudresh?,The specialization of Dr. R. Rudresh is English Language and Literature.
What is the specialization of Dr. V. Santhi?,The specialization of Dr. V. Santhi is Finance and General Management.
What is the specialization of Dr. K. Suresh Kumar?,The specialization of Dr. K. Suresh Kumar is Entrepreneurship.
What is the specialization of Dr. M. Kalpana?,The specialization of Dr. M. Kalpana is Marketing / Systems / Behavioural Science.
What is the specialization of Dr. S. Preethi?,The specialization of Dr. S. Preethi is Economics and Human Resources Management.
What is the specialization of Dr. V. M. Sangeetha?,The specialization of Dr. V. M. Sangeetha is Finance.
What is the specialization of Mr. R. Yashwanth?,The specialization of Mr. R. Yashwanth is Finance and Marketing.
What is the specialization of Dr. L Nanda Gopal?,The specialization of Dr. L Nanda Gopal is Marketing and Finance.
What is the specialization of Dr. K. P. Radhika?,"The specializations of Dr. K. P. Radhika are Economics, Finance, Econometrics."
What is the specialization of Dr. D. Bhuvaneshwari?,The specialization of Dr. D. Bhuvaneshwari is Business Administration.
What is the specialization of Dr. R. Shankar?,The specialization of Dr. R. Shankar is Finance.
What is the percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2021 – 2022 was 29.69%.
What is the percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2020 – 2021?,The percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2020 – 2021 was 31.43%.
What is the percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2019 – 2020?,The percentage of students passed with First Class with Distinction in BE AUTOMOBILE ENGINEERING in the academic year 2019 – 2020 was 25%.
What is the percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2021 – 2022 was 67.19%.
What is the percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2020 – 2021?,The percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2020 – 2021 was 67.14%.
What is the percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2019 – 2020?,The percentage of students passed with First Class in BE AUTOMOBILE ENGINEERING in the academic year 2019 – 2020 was 48.61%.
What is the percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2021 – 2022 was 25%.
What is the percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2020 – 2021?,The percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2020 – 2021 was 66.67%.
What is the percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2019 – 2020?,The percentage of students passed with First Class with Distinction in ME AUTOMOTIVE ENGINEERING in the academic year 2019 – 2020 was 37.5%.
What is the percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2021 – 2022 was 75%.
What is the percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2020 – 2021?,The percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2020 – 2021 was 33.33%.
What is the percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2019 – 2020?,The percentage of students passed with First Class in ME AUTOMOTIVE ENGINEERING in the academic year 2019 – 2020 was 43.75%.
What is the percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2021 – 2022 was 40%.
What is the percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2020 – 2021?,The percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2020 – 2021 was 36.07%.
What is the percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2019 – 2020?,The percentage of students passed with First Class with Distinction in BE BIOMEDICAL ENGINEERING in the academic year 2019 – 2020 was 24.19%.
What is the percentage of students passed with First Class in BE BIOMEDICAL ENGINEERING in the academic year 2021 – 2022?,The percentage of students passed with First Class in BE BIOMEDICAL ENGINEERING in the academic year 2021 – 2022 was 58.46%.
